trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260205,000056.SZ,皇庭国际,U,2.07,2.07,1.69,4,23960457.0,94039,112736,23960457.0
20260205,000592.SZ,平潭发展,U,11.83,11.83,9.68,0,358662093.0,93721,93721,358662093.0
20260205,000636.SZ,风华高科,U,22.79,22.79,18.65,0,151298252.0,140712,140712,151298252.0
20260205,000822.SZ,山东海化,U,6.3,6.3,5.16,0,127384853.0,93003,93003,127384853.0
20260205,002264.SZ,新 华 都,U,12.58,12.58,10.3,0,203884060.0,103612,103612,203884060.0
20260205,002291.SZ,遥望科技,U,9.04,9.04,7.4,0,286973299.0,93030,93030,286973299.0
20260205,002355.SZ,兴民智通,U,7.48,7.48,6.12,0,111595668.0,94930,94930,111595668.0
20260205,002357.SZ,富临运业,U,14.76,14.76,12.08,0,123402367.0,95721,95721,123402367.0
20260205,002361.SZ,神剑股份,U,13.85,13.85,11.33,0,312101800.0,140006,140006,312101800.0
20260205,002467.SZ,二六三,U,7.34,7.34,6.0,0,151087837.0,104215,104215,151087837.0
20260205,002506.SZ,协鑫集成,U,4.16,4.16,3.4,6,255395296.0,93033,100957,255395296.0
20260205,002575.SZ,群兴玩具,U,8.06,8.06,6.6,0,99791666.0,95624,95624,99791666.0
20260205,002627.SZ,三峡旅游,U,10.01,10.01,8.19,0,107721533.0,135221,135221,107721533.0
20260205,002702.SZ,海欣食品,U,7.69,7.69,6.29,0,189821728.0,100109,100109,189821728.0
20260205,002905.SZ,金逸影视,U,13.33,13.33,10.91,0,131225372.0,110333,110333,131225372.0
20260205,002945.SZ,华林证券,U,20.75,20.75,16.97,0,89574533.0,134233,134233,89574533.0
20260205,002969.SZ,嘉美包装,U,25.29,25.29,20.69,0,71552946.0,142730,142730,71552946.0
20260205,002985.SZ,北摩高科,U,46.97,46.97,38.43,1,47067180.0,102406,110554,47067180.0
20260205,002995.SZ,天地在线,U,36.62,36.62,29.96,0,94232195.0,104251,104251,94232195.0
20260205,003018.SZ,金富科技,U,18.67,18.67,15.27,0,173298020.0,95051,95051,173298020.0
20260205,003036.SZ,泰坦股份,U,18.66,18.66,15.26,0,268131324.0,135627,135627,268131324.0
20260205,300300.SZ,海峡创新,U,14.52,14.52,9.68,0,191643672.0,142448,142448,191643672.0
20260205,300461.SZ,田中精机,U,42.14,42.14,28.1,0,70146244.0,93024,93024,70146244.0
20260205,300912.SZ,凯龙高科,U,28.58,28.58,19.06,0,266489865.0,92500,92500,266489865.0
20260205,301362.SZ,民爆光电,U,93.29,93.29,62.19,9,32101089.0,100854,131503,32101089.0
20260205,600084.SH,中信尼雅,U,7.72,7.72,6.32,0,23141472.0,95222,95222,23141472.0
20260205,600156.SH,华升股份,U,9.03,9.03,7.39,0,186358421.0,94703,94703,186358421.0
20260205,600382.SH,广东明珠,U,9.67,9.67,7.91,1,34526909.0,93658,143525,34526909.0
20260205,600683.SH,京投发展,U,6.6,6.6,5.4,3,47469100.0,93212,95024,47469100.0
20260205,600796.SH,钱江生化,U,7.29,7.29,5.97,0,24102999.0,95731,95731,24102999.0
20260205,600814.SH,杭州解百,U,9.8,9.8,8.02,0,123833682.0,95136,95136,123833682.0
20260205,600828.SH,茂业商业,U,7.78,7.78,6.36,0,84324308.0,142845,142845,84324308.0
20260205,601015.SH,陕西黑猫,U,5.08,5.08,4.16,0,196426790.0,92501,92501,196426790.0
20260205,601116.SH,三江购物,U,20.2,20.2,16.52,0,103373500.0,143946,143946,103373500.0
20260205,601187.SH,厦门银行,U,7.93,7.93,6.49,0,65113261.0,132503,132503,65113261.0
20260205,601599.SH,浙文影业,U,4.9,4.9,4.01,0,189077760.0,93224,93224,189077760.0
20260205,603103.SH,横店影视,U,31.66,31.66,25.9,2,87938182.0,93607,94216,87938182.0
20260205,603334.SH,丰倍生物,U,59.08,59.08,48.34,2,27212248.0,101119,104601,27212248.0
20260205,603429.SH,集友股份,U,10.89,10.89,8.91,12,4842783.0,95957,142942,4842783.0
20260205,603616.SH,韩建河山,U,7.54,7.54,6.17,0,223859546.0,92502,92502,223859546.0
20260205,603630.SH,拉芳家化,U,21.33,21.33,17.45,0,74851236.0,95346,95346,74851236.0
20260205,603655.SH,朗博科技,U,44.41,44.41,36.33,0,112117486.0,112500,112500,112117486.0
20260205,603696.SH,安记食品,U,21.36,21.36,17.48,0,34279126.0,100154,100154,34279126.0
20260205,603826.SH,坤彩科技,U,19.46,19.46,15.92,0,64467535.0,93615,93615,64467535.0
