trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260206,000056.SZ,皇庭国际,U,2.28,2.28,1.86,2,35192990.0,93203,94830,35192990.0
20260206,000767.SZ,晋控电力,U,3.42,3.42,2.8,4,60619000.0,95048,104042,60619000.0
20260206,001360.SZ,南矿集团,U,25.52,25.52,20.88,0,15186952.0,93830,93830,15186952.0
20260206,002009.SZ,天奇股份,U,31.68,31.68,25.92,0,196116022.0,102824,102824,196116022.0
20260206,002015.SZ,协鑫能科,U,12.06,12.06,9.86,0,115113037.0,132327,132327,115113037.0
20260206,002054.SZ,德美化工,U,10.05,10.05,8.23,2,101839775.0,93621,101518,101839775.0
20260206,002072.SZ,凯瑞德,U,8.4,8.4,6.88,1,175633080.0,142200,142736,175633080.0
20260206,002099.SZ,海翔药业,U,7.51,7.51,6.15,3,40017035.0,110351,110712,40017035.0
20260206,002112.SZ,三变科技,U,25.41,25.41,20.79,0,225667785.0,95809,95809,225667785.0
20260206,002150.SZ,正泰电源,U,25.73,25.73,21.05,0,130942543.0,110236,110236,130942543.0
20260206,002207.SZ,准油股份,U,10.32,10.32,8.44,0,160028112.0,142424,142424,160028112.0
20260206,002326.SZ,永太科技,U,28.77,28.77,23.54,12,,131033,,
20260206,002339.SZ,积成电子,U,12.76,12.76,10.44,1,109126084.0,93627,94106,109126084.0
20260206,002345.SZ,潮宏基,U,13.56,13.56,11.1,0,98330882.0,103430,103430,98330882.0
20260206,002361.SZ,神剑股份,U,15.24,15.24,12.47,1,124430927.0,133836,133903,124430927.0
20260206,002412.SZ,汉森制药,U,7.59,7.59,6.21,11,17921204.0,93418,112218,17921204.0
20260206,002440.SZ,闰土股份,U,13.21,13.21,10.81,2,68373269.0,94851,100042,68373269.0
20260206,002455.SZ,百川股份,U,11.14,11.14,9.12,5,96474628.0,94627,95630,96474628.0
20260206,002506.SZ,协鑫集成,U,4.58,4.58,3.74,0,277856234.0,135236,135236,277856234.0
20260206,002519.SZ,银河电子,U,9.52,9.52,7.79,4,72341528.0,141012,141736,72341528.0
20260206,002624.SZ,完美世界,U,19.57,19.57,16.01,5,24540780.0,132154,142533,24540780.0
20260206,002634.SZ,棒杰股份,U,6.9,6.9,5.64,0,35136007.0,93324,93324,35136007.0
20260206,002728.SZ,特一药业,U,13.15,13.15,10.76,1,71866288.0,92500,95218,71866288.0
20260206,002759.SZ,天际股份,U,40.29,40.29,32.97,4,102788371.0,103151,105521,102788371.0
