trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260122,000036.SZ,华联控股,U,6.79,6.79,5.55,3,81563917.0,93115,94118,81563917.0
20260122,000407.SZ,胜利股份,U,5.32,5.32,4.36,0,101841292.0,100221,100221,101841292.0
20260122,000670.SZ,盈方微,U,10.29,10.29,8.42,0,619480607.0,92500,92500,619480607.0
20260122,000839.SZ,国安股份,U,2.97,2.97,2.43,1,72257046.0,95157,100421,72257046.0
20260122,000880.SZ,潍柴重机,U,36.77,36.77,30.09,1,256921807.0,92500,93006,256921807.0
20260122,000927.SZ,中国铁物,U,2.95,2.95,2.41,0,140483725.0,95248,95248,140483725.0
20260122,000968.SZ,蓝焰控股,U,8.1,8.1,6.62,0,97035561.0,93257,93257,97035561.0
20260122,001202.SZ,炬申股份,U,22.21,22.21,18.17,1,449984327.0,93836,93924,449984327.0
20260122,001288.SZ,运机集团,U,34.99,34.99,28.63,0,68019055.0,103342,103342,68019055.0
20260122,001316.SZ,润贝航科,U,48.18,48.18,39.42,0,85970416.0,95230,95230,85970416.0
20260122,001373.SZ,翔腾新材,U,43.11,43.11,35.27,0,49149711.0,112257,112257,49149711.0
20260122,001376.SZ,百通能源,U,21.52,21.52,17.6,4,,142151,,
20260122,001379.SZ,腾达科技,U,25.6,25.6,20.94,2,40606387.0,95515,102145,40606387.0
20260122,001389.SZ,广合科技,U,105.06,105.06,85.96,1,13594764.0,133524,144903,13594764.0
20260122,002141.SZ,贤丰控股,U,4.19,4.19,3.43,1,276454130.0,93857,94357,276454130.0
20260122,002149.SZ,西部材料,U,39.6,39.6,32.4,5,118361469.0,94842,110224,118361469.0
20260122,002183.SZ,怡 亚 通,U,5.6,5.6,4.58,0,135762900.0,93200,93200,135762900.0
20260122,002201.SZ,九鼎新材,U,13.86,13.86,11.34,0,135704978.0,93400,93400,135704978.0
20260122,002266.SZ,浙富控股,U,4.98,4.98,4.08,0,150222312.0,133909,133909,150222312.0
20260122,002279.SZ,久其软件,U,10.48,10.48,8.58,0,89132651.0,133709,133709,89132651.0
20260122,002283.SZ,天润工业,U,7.19,7.19,5.89,1,74669588.0,93121,93600,74669588.0
20260122,002297.SZ,博云新材,U,13.13,13.13,10.75,0,158069798.0,103630,103630,158069798.0
20260122,002342.SZ,巨力索具,U,12.31,12.31,10.07,1,219122924.0,93106,93351,219122924.0
20260122,002420.SZ,毅昌科技,U,8.72,8.72,7.14,0,112774007.0,93330,93330,112774007.0
20260122,002471.SZ,中超控股,U,7.78,7.78,6.36,0,538301117.0,92500,92500,538301117.0
20260122,002519.SZ,银河电子,U,8.6,8.6,7.04,3,70216574.0,102442,130551,70216574.0
20260122,002565.SZ,顺灏股份,U,15.55,15.55,12.73,0,49789871.0,143718,143718,49789871.0
20260122,002629.SZ,仁智股份,U,6.41,6.41,5.25,0,112492295.0,141951,141951,112492295.0
20260122,002636.SZ,金安国纪,U,23.3,23.3,19.06,0,280476289.0,92500,92500,280476289.0
20260122,002639.SZ,雪人集团,U,22.79,22.79,18.65,0,139500005.0,130418,130418,139500005.0
20260122,002716.SZ,湖南白银,U,15.0,15.0,12.28,0,73610610.0,145506,145506,73610610.0
20260122,002815.SZ,崇达技术,U,16.13,16.13,13.19,0,107727414.0,131757,131757,107727414.0
20260122,002865.SZ,钧达股份,U,90.4,90.4,73.96,2,114696536.0,101221,110630,114696536.0
20260122,002931.SZ,锋龙股份,U,90.48,90.48,74.03,0,1111441119.0,92500,92500,1111441119.0
20260122,002938.SZ,鹏鼎控股,U,59.95,59.95,49.05,0,332033554.0,132106,132106,332033554.0
20260122,002943.SZ,宇晶股份,U,60.28,60.28,49.32,0,139976067.0,102730,102730,139976067.0
20260122,002969.SZ,嘉美包装,U,21.35,21.35,17.47,8,25648566.0,93927,145503,25648566.0
20260122,002985.SZ,北摩高科,U,41.98,41.98,34.34,0,70847085.0,130045,130045,70847085.0
20260122,300454.SZ,深信服,U,167.05,167.05,111.37,1,214591427.0,134757,135554,214591427.0
20260122,300592.SZ,华凯易佰,U,15.16,15.16,10.1,0,69481918.0,102133,102133,69481918.0
20260122,300737.SZ,科顺股份,U,6.96,6.96,4.64,0,80261209.0,140445,140445,80261209.0
20260122,300775.SZ,三角防务,U,39.49,39.49,26.33,1,191650419.0,94518,130921,191650419.0
20260122,300828.SZ,锐新科技,U,21.62,21.62,14.42,0,78321757.0,130336,130336,78321757.0
20260122,301286.SZ,侨源股份,U,65.12,65.12,43.42,0,184367744.0,140818,140818,184367744.0
20260122,600058.SH,五矿发展,U,15.63,15.63,12.79,6,26934788.0,94338,112527,26934788.0
20260122,600192.SH,长城电工,U,11.22,11.22,9.18,1,59870368.0,93435,112659,59870368.0
20260122,600330.SH,天通股份,U,13.17,13.17,10.77,3,64631274.0,94046,104834,64631274.0
20260122,600391.SH,航发科技,U,53.36,53.36,43.66,0,118015084.0,102052,102052,118015084.0
20260122,600403.SH,大有能源,U,7.4,7.4,6.06,3,28296860.0,105328,135937,28296860.0
20260122,600477.SH,杭萧钢构,U,3.77,3.77,3.09,7,40648547.0,103616,133916,40648547.0
20260122,600759.SH,洲际油气,U,4.25,4.25,3.47,10,73074160.0,93446,130407,73074160.0
20260122,600770.SH,综艺股份,U,6.8,6.8,5.56,2,65975048.0,93044,102920,65975048.0
20260122,600868.SH,梅雁吉祥,U,4.97,4.97,4.07,27,16136814.0,93226,144538,16136814.0
20260122,601106.SH,中国一重,U,5.45,5.45,4.46,1,218897478.0,95014,95359,218897478.0
20260122,601212.SH,白银有色,U,9.43,9.43,7.71,0,173435475.0,130029,130029,173435475.0
20260122,601608.SH,中信重工,U,8.0,8.0,6.54,0,155235760.0,93602,93602,155235760.0
20260122,601992.SH,金隅集团,U,2.05,2.05,1.67,4,12899010.0,135806,141936,12899010.0
20260122,603040.SH,新坐标,U,115.92,115.92,94.84,8,5692019.0,130646,145646,5692019.0
20260122,603078.SH,江化微,U,28.51,28.51,23.33,0,456532454.0,92502,92502,456532454.0
20260122,603095.SH,越剑智能,U,19.64,19.64,16.07,0,70512470.0,112816,112816,70512470.0
20260122,603220.SH,中贝通信,U,25.3,25.3,20.7,4,56681867.0,135108,140405,56681867.0
20260122,603256.SH,宏和科技,U,47.43,47.43,38.81,0,73294669.0,132710,132710,73294669.0
20260122,603305.SH,旭升集团,U,20.26,20.26,16.58,2,58652862.0,133452,133710,58652862.0
20260122,603601.SH,再升科技,U,10.15,10.15,8.31,1,31336287.0,133417,134629,31336287.0
20260122,603608.SH,天创时尚,U,12.05,12.05,9.86,4,22958865.0,95430,142300,22958865.0
20260122,603665.SH,康隆达,U,36.31,36.31,29.71,0,72037006.0,105242,105242,72037006.0
20260122,603778.SH,国晟科技,U,18.01,18.01,14.73,1,58395389.0,92502,134741,58395389.0
20260122,605118.SH,力鼎光电,U,41.83,41.83,34.23,0,50249124.0,95746,95746,50249124.0
20260122,605277.SH,新亚电子,U,25.73,25.73,21.05,0,97758562.0,94726,94726,97758562.0
20260122,605488.SH,福莱新材,U,44.5,44.5,36.41,0,124209379.0,94620,94620,124209379.0
20260122,688195.SH,腾景科技,U,215.02,215.02,143.34,0,154033877.0,143735,143735,154033877.0
20260122,688316.SH,青云科技-U,U,76.87,76.87,51.25,0,99153229.0,142746,142746,99153229.0
20260122,688699.SH,明微电子,U,58.92,58.92,39.28,4,31783569.0,130336,140000,31783569.0
20260122,920014.BJ,特瑞斯,U,16.04,16.04,8.64,7,,134453,,
20260122,920427.BJ,华维设计,U,23.68,23.68,12.76,1,26832234.0,105314,105344,26832234.0
